Influent pH,Influent NH4+-N,Influent TN,Influent Flowrate,Wastewater Temperature,DO of Zone 5,TN of Zone 5,COD of Zone 6,TN of Zone 6,DO of Zone 7,COD of Zone 7,TN of Zone 7,Effluent COD,Effluent TN,Energy Consumption,External Carbon Source
7.34,11.10,12.20,66760.00,28.90,10.64,13.80,28.00,5.34,0.13,24.40,5.23,15.10,4.39,20500.00,4.11
6.84,21.90,26.80,45331.00,28.10,2.69,26.50,54.10,10.20,1.24,28.20,8.98,25.50,4.44,19720.00,3.66
9.23,39.20,41.10,27140.00,16.30,5.14,17.20,63.40,26.10,2.90,41.50,25.10,22.00,4.45,13440.00,14.99
7.53,17.20,19.50,53940.00,19.80,10.56,16.90,34.40,7.53,4.76,18.70,5.46,24.00,4.48,13680.00,2.28
7.29,19.00,22.00,64700.00,28.60,10.30,12.40,30.50,8.91,0.00,24.20,5.76,19.90,4.50,20400.00,2.28
7.32,14.00,14.70,67000.00,28.70,10.48,15.10,32.40,11.00,0.13,23.80,6.81,16.30,4.55,20600.00,2.28
7.16,35.10,40.20,42340.00,25.80,7.92,28.30,47.40,9.27,0.07,40.80,7.86,17.40,4.60,18950.00,4.11
7.25,14.60,16.40,66150.00,28.60,8.86,12.20,24.90,5.76,0.13,24.80,5.60,16.70,4.65,20500.00,1.37
6.98,26.20,26.80,54249.00,29.20,8.30,14.50,61.90,5.44,0.14,37.90,5.07,18.20,4.81,19700.00,3.65
7.61,25.40,26.20,36300.00,19.70,8.48,21.00,43.90,11.40,0.75,34.50,3.05,24.60,4.86,12160.00,2.50
7.34,24.70,26.60,65490.00,28.40,7.99,18.00,46.20,10.50,0.13,34.40,7.59,16.80,4.86,21600.00,2.74
6.85,25.80,26.90,54249.00,29.30,2.42,28.10,67.00,9.09,0.92,38.20,7.43,27.80,4.87,16740.00,4.11
7.67,12.60,17.10,45070.00,24.10,8.29,32.20,52.20,10.50,7.03,27.30,8.87,17.40,4.87,16320.00,4.11
7.30,26.70,28.90,67130.00,28.60,8.49,19.00,35.30,7.91,0.13,33.20,8.33,19.30,4.92,21850.00,1.82
7.60,12.80,13.90,19240.00,19.40,8.50,26.00,50.60,5.52,5.71,29.60,6.61,32.90,4.97,6080.00,0.69
7.25,19.70,20.30,69970.00,28.70,14.96,13.30,47.90,5.76,0.08,31.80,5.13,21.60,4.97,21700.00,3.19
7.35,14.20,14.70,66620.00,28.90,9.11,12.90,34.30,8.59,0.15,21.10,6.02,17.90,5.02,20850.00,1.82
6.98,31.00,33.50,54920.00,28.90,8.54,16.80,40.50,11.70,0.13,37.10,7.17,19.80,5.02,20350.00,3.19
7.35,37.20,40.70,24920.00,17.50,7.89,26.00,34.10,21.00,4.85,23.40,16.10,21.10,5.08,11400.00,2.20
7.29,17.00,19.60,65730.00,28.40,10.58,11.10,29.90,7.38,0.13,22.00,4.71,13.90,5.13,20600.00,2.28
7.14,27.10,28.10,45790.00,18.70,3.86,14.80,42.60,10.50,2.26,28.10,10.10,26.50,5.14,15860.00,1.94
7.50,18.50,22.30,41390.00,19.60,9.87,24.40,31.00,13.80,3.89,19.60,10.80,16.10,5.15,14520.00,3.19
6.87,21.80,24.60,54499.00,28.80,3.29,25.50,55.40,8.18,2.63,32.40,4.87,27.40,5.19,17820.00,4.11
7.72,15.70,18.80,44350.00,24.20,8.79,32.60,59.10,6.42,7.01,28.60,7.33,16.50,5.19,16480.00,3.66
6.98,36.10,39.10,55101.00,28.40,8.51,19.80,41.70,15.00,0.14,36.20,7.44,22.50,5.23,20200.00,2.74
7.04,30.30,34.40,20050.00,18.70,9.65,26.30,38.40,6.17,6.56,33.70,6.01,40.00,5.24,5940.00,0.70
7.26,10.30,18.90,65120.00,28.80,10.74,10.40,19.70,4.71,0.13,21.90,5.60,13.40,5.28,20500.00,2.28
7.27,35.10,42.70,32231.00,18.90,7.16,19.10,64.00,9.85,0.08,41.80,5.97,27.50,5.34,18000.00,3.19
6.79,22.20,26.50,45130.00,28.70,1.89,32.00,61.20,9.78,2.92,29.40,7.27,23.50,5.35,16340.00,4.11
7.35,23.00,29.70,43680.00,28.50,2.58,32.10,58.20,10.10,2.67,28.60,8.98,22.60,5.40,16200.00,4.11
7.31,14.00,14.90,64870.00,28.50,8.99,12.40,31.20,8.01,0.16,23.30,5.65,17.20,5.44,20750.00,2.28
7.68,23.20,25.90,36740.00,19.60,9.24,18.30,46.50,12.10,2.72,31.70,5.74,25.20,5.52,13540.00,2.60
7.26,31.50,35.80,32740.00,18.70,9.22,14.30,58.20,7.70,0.08,41.20,5.18,32.00,5.55,18050.00,3.65
7.25,34.70,41.30,31979.00,18.60,8.21,16.60,61.20,6.86,0.08,40.80,5.49,28.40,5.55,18000.00,2.74
7.19,13.69,18.20,68050.00,29.10,9.03,12.70,19.80,9.01,0.14,18.70,5.44,14.10,5.55,20550.00,1.37
7.04,25.60,29.00,66160.00,29.30,9.19,17.50,48.60,8.96,0.13,39.10,6.81,22.20,5.60,22300.00,4.11
7.35,22.80,25.20,66530.00,28.30,10.30,13.20,44.40,8.33,0.13,27.70,6.44,16.90,5.60,20500.00,2.74
7.10,22.10,23.80,22451.00,29.60,8.27,20.00,43.10,11.70,0.13,35.40,7.65,19.10,5.60,17400.00,6.39
7.42,32.20,33.20,36190.00,20.70,6.75,23.80,33.40,21.90,7.31,27.30,17.40,27.30,5.63,14860.00,2.81
7.30,42.10,48.20,31940.00,20.70,7.59,18.70,72.60,11.00,0.08,39.60,6.86,29.00,5.65,18400.00,2.74
7.33,19.10,22.80,66500.00,28.10,9.44,15.10,67.00,7.17,0.13,38.40,5.55,36.60,5.65,22000.00,3.65
7.13,25.10,30.50,46670.00,18.90,4.60,15.80,59.30,9.51,3.80,31.60,5.46,18.70,5.67,16180.00,1.94
7.17,33.70,40.10,43261.00,28.40,6.96,30.40,64.90,12.00,0.07,46.40,10.10,16.80,5.70,19050.00,3.19
7.31,22.70,24.10,65839.00,29.10,9.15,13.00,28.20,9.69,0.13,23.20,7.70,13.10,5.70,20600.00,1.82
7.27,29.70,30.80,66010.00,29.20,8.63,17.40,22.30,12.20,0.14,28.00,10.20,16.80,5.70,20100.00,2.28
7.44,23.10,24.10,43821.00,24.30,6.61,35.20,49.50,8.13,6.88,25.00,5.62,23.40,5.72,16240.00,3.65
7.25,15.30,17.60,65870.00,28.40,8.97,12.50,21.70,6.12,0.13,24.40,5.60,17.30,5.76,20750.00,1.37
7.33,37.10,40.30,31060.00,19.07,8.21,19.50,74.00,8.70,0.08,43.20,6.39,26.40,5.81,18050.00,3.20
7.19,27.40,33.10,41290.00,26.30,6.43,17.80,57.20,11.50,0.07,38.70,10.60,22.60,5.81,17800.00,3.19
7.07,17.60,21.40,47510.00,27.20,3.55,18.10,41.90,10.30,4.23,27.10,14.90,32.10,5.83,14820.00,2.63
7.44,28.80,29.60,37210.00,19.30,5.93,23.00,56.10,15.10,1.05,38.60,9.74,17.40,5.84,11500.00,2.54
7.05,29.30,31.60,45250.00,18.60,3.68,13.10,21.40,16.50,1.55,22.60,11.80,26.70,5.88,16420.00,2.04
7.18,30.30,39.70,43860.00,26.30,8.43,14.70,77.40,5.97,0.08,49.90,7.49,22.90,5.91,18100.00,5.02
7.37,12.20,15.50,67340.00,29.00,10.40,11.50,32.80,6.33,0.13,26.70,4.97,17.80,5.91,21200.00,1.82
7.61,22.60,23.00,43480.00,19.70,10.03,21.50,35.90,13.10,4.19,15.30,9.60,15.50,5.93,14140.00,2.28
7.52,23.60,22.50,45159.00,26.40,8.29,34.00,52.50,5.78,7.02,29.20,4.55,19.60,5.94,16260.00,3.66
7.38,28.40,32.20,65230.00,28.00,5.82,19.30,54.40,10.30,0.13,41.90,8.59,22.90,5.97,21900.00,4.11
7.37,10.60,12.40,65900.00,28.60,10.12,15.00,42.40,8.38,0.13,25.40,5.81,19.10,5.97,20250.00,2.74
7.61,15.40,18.60,53650.00,19.80,10.59,17.60,31.80,5.41,4.74,16.10,3.96,23.10,5.98,13420.00,2.28
7.15,30.50,34.90,49681.00,26.10,8.50,16.20,55.00,7.49,0.08,48.00,8.33,19.40,6.02,18400.00,1.82
7.19,36.60,38.10,27570.00,27.90,5.46,31.20,63.20,12.50,0.07,40.00,10.30,21.00,6.02,18100.00,3.19
7.52,38.40,39.10,39740.00,18.40,5.65,25.10,55.40,18.40,0.88,39.20,11.20,22.20,6.06,12760.00,2.20
7.08,22.70,28.70,40020.00,19.40,7.06,18.70,44.40,13.00,0.08,40.90,9.48,26.70,6.07,17650.00,2.74
6.88,18.40,21.70,49151.00,28.60,1.32,28.90,66.60,12.60,0.68,36.60,9.41,26.80,6.10,16940.00,3.66
7.49,32.10,31.40,35790.00,19.10,6.62,24.40,36.50,23.50,1.63,27.80,12.70,32.60,6.17,14200.00,2.55
7.11,30.00,35.20,44350.00,28.40,2.42,28.40,61.50,9.41,2.55,28.20,9.19,24.30,6.21,17840.00,3.66
7.45,29.40,31.30,26130.00,18.60,5.90,27.30,29.90,6.83,6.28,30.50,6.23,31.50,6.23,7440.00,0.82
7.19,28.60,31.50,63640.00,28.40,9.04,18.00,28.00,6.70,0.13,38.30,8.28,19.40,6.23,22450.00,3.19
7.11,16.40,19.60,55021.00,19.07,8.73,25.50,23.80,10.20,5.54,17.30,10.10,20.00,6.27,14820.00,0.91
7.64,9.45,9.91,28000.00,17.30,8.62,17.60,32.10,10.50,4.46,24.90,10.40,24.20,6.28,9600.00,2.40
7.48,23.50,27.20,46060.00,24.20,8.23,34.60,49.90,8.87,6.91,23.40,6.95,21.30,6.31,16660.00,2.74
7.13,14.10,16.30,49400.00,18.20,8.72,27.30,18.90,10.90,5.37,11.80,10.70,15.00,6.33,14620.00,0.91
7.17,26.60,31.10,40110.00,19.30,7.27,18.00,49.60,8.17,0.08,30.10,7.54,21.20,6.33,18150.00,1.37
7.12,22.20,25.10,46359.00,26.70,9.00,14.30,68.20,7.59,0.08,48.00,6.44,18.50,6.33,18400.00,5.48
7.62,15.20,19.20,10270.00,17.70,8.00,24.20,46.30,6.80,5.46,26.50,8.80,35.70,6.34,4160.00,0.81
9.19,44.10,45.70,4030.00,19.70,5.42,23.10,37.50,10.30,2.10,26.90,8.26,22.10,6.39,8140.00,6.58
7.30,36.30,40.90,31059.00,18.20,8.55,19.30,66.60,8.33,0.08,43.20,7.12,31.00,6.39,17650.00,2.28
7.44,21.30,24.20,44730.00,24.40,8.24,32.20,54.10,9.41,6.89,23.40,7.38,20.40,6.40,16740.00,3.19
7.04,39.70,40.60,45580.00,24.60,0.94,12.50,76.40,11.90,3.00,38.90,6.90,29.10,6.42,14980.00,2.04
7.46,21.10,25.90,44540.00,18.60,7.43,34.60,39.20,7.86,6.91,20.70,7.11,20.70,6.42,16580.00,3.19
7.29,38.00,38.60,24200.00,18.80,6.18,23.40,31.50,18.60,5.39,22.20,11.30,24.30,6.45,11600.00,1.65
9.27,48.80,56.90,27170.00,16.20,5.45,14.40,67.60,23.50,2.08,28.00,19.60,20.80,13.90,14980.00,14.25
7.15,21.00,43.60,47930.00,27.20,7.43,12.30,25.20,12.20,6.10,12.80,13.20,16.00,10.50,14760.00,1.37
7.33,27.00,38.30,45800.00,29.60,9.53,35.00,75.60,13.80,0.07,40.30,9.06,17.40,8.80,19750.00,3.19
7.45,41.80,54.00,25160.00,28.10,8.29,15.40,67.50,12.00,5.30,32.70,7.58,34.30,12.20,13280.00,4.11
7.35,27.10,35.30,46349.00,19.60,6.70,25.00,72.50,8.54,0.09,46.10,11.10,26.50,8.33,17560.00,3.19
7.08,36.60,39.60,58750.00,28.10,9.57,24.00,63.80,14.10,0.31,45.40,12.40,24.00,11.10,20500.00,3.65
7.21,30.20,34.80,24149.00,17.10,11.63,17.40,53.70,9.44,6.07,24.30,7.12,21.80,8.72,13320.00,2.28
7.39,48.30,57.70,33850.00,28.90,8.65,27.20,51.90,9.34,5.52,30.40,12.00,26.70,9.49,13760.00,2.74
7.30,33.10,34.50,40600.00,19.20,7.97,19.10,60.80,11.40,0.08,40.20,7.86,28.00,10.20,18250.00,3.19
7.25,50.50,54.80,35460.00,19.90,5.99,28.00,90.50,21.10,0.18,41.20,14.40,22.00,10.20,19650.00,3.65
7.14,26.40,35.60,36019.00,16.40,10.89,25.90,80.50,16.90,0.78,47.10,10.90,35.40,9.69,15380.00,3.60
7.44,45.20,62.70,38500.00,29.20,7.39,24.10,57.20,7.12,5.56,18.00,8.98,25.10,10.50,14280.00,1.82
7.29,21.00,31.70,45270.00,26.30,8.91,20.80,17.70,8.99,6.94,8.10,7.99,10.00,7.66,14860.00,0.91
7.34,21.50,30.60,39740.00,15.70,6.46,7.16,63.00,13.40,3.26,30.60,12.10,27.40,14.50,17100.00,2.74
7.27,37.20,42.90,36950.00,18.40,8.46,20.70,65.60,8.75,0.08,44.60,7.28,30.20,6.96,18350.00,2.74
7.11,29.10,37.50,40640.00,24.30,1.11,16.20,36.00,13.70,3.34,24.00,12.60,19.20,11.20,13700.00,1.82
7.84,6.90,9.31,43100.00,27.20,7.90,32.50,54.40,5.88,5.27,32.50,6.42,26.50,9.19,16520.00,3.19
7.37,37.40,64.40,35080.00,29.70,8.14,27.80,48.00,7.89,5.38,25.10,6.65,24.60,13.30,13680.00,2.28
7.06,32.10,38.40,33989.00,15.70,10.18,21.80,64.20,15.90,0.10,45.80,10.10,26.80,11.10,12160.00,3.65
7.12,31.70,34.60,40151.00,28.90,6.63,26.30,29.40,11.10,6.29,18.70,12.60,18.50,12.40,13760.00,1.82
7.32,25.80,40.70,36769.00,18.90,11.08,22.40,56.20,12.70,4.27,22.50,10.60,25.30,9.70,13600.00,3.19
8.19,6.49,8.71,54781.00,28.80,2.50,21.70,49.80,6.85,2.93,28.90,6.95,32.40,8.93,17700.00,4.11
7.44,55.60,57.10,23580.00,22.50,8.80,14.70,160.00,9.18,3.51,42.40,6.55,35.40,8.92,13280.00,5.93
7.27,22.80,24.60,35139.00,18.50,11.29,18.10,64.20,12.80,5.08,21.70,11.90,22.60,11.10,13640.00,2.74
7.30,55.60,76.30,23860.00,18.70,9.10,15.30,77.00,14.60,5.10,36.10,8.30,33.40,9.44,12920.00,3.19
7.30,37.00,44.20,38550.00,18.60,7.67,20.40,63.00,10.10,0.08,46.00,8.64,31.60,7.60,18550.00,3.07
7.23,18.50,27.60,55430.00,17.90,7.35,19.80,33.30,13.10,2.01,17.70,12.70,19.00,10.30,14080.00,2.28
8.27,58.80,60.40,27090.00,18.20,5.03,21.40,52.00,28.90,2.96,34.80,26.50,18.00,12.90,15260.00,15.31
7.40,45.30,53.10,23050.00,27.20,8.77,13.70,98.00,8.87,5.75,41.20,9.65,30.40,10.20,13520.00,3.19
7.58,15.20,18.50,10090.00,18.20,6.76,24.30,26.70,12.10,5.69,30.00,8.42,32.50,8.04,4640.00,0.93
7.16,25.30,30.40,45720.00,19.80,6.19,11.30,49.70,16.10,4.44,22.90,14.60,16.50,12.50,16880.00,3.19
7.08,33.50,35.10,55971.00,27.80,7.93,23.20,48.20,17.80,0.21,41.30,13.20,27.40,10.50,20300.00,3.19
7.36,40.60,53.20,33570.00,25.40,8.79,8.82,73.10,10.30,5.63,37.20,5.98,25.00,10.00,13840.00,2.28
7.30,40.30,42.50,32430.00,29.00,7.15,22.60,51.30,7.27,5.22,24.00,10.30,21.80,12.50,13700.00,3.19
7.20,32.10,39.10,54720.00,28.90,9.07,24.50,58.10,13.20,0.11,35.60,11.20,21.20,8.54,19900.00,6.14
7.23,16.60,37.70,47009.00,19.60,9.90,24.10,47.00,7.38,6.25,23.40,8.02,20.00,11.20,13800.00,2.74
7.16,25.10,26.70,45529.00,21.30,8.98,35.40,35.00,11.30,6.36,16.00,11.60,19.00,11.40,16800.00,2.28
7.44,10.80,23.70,48420.00,19.50,10.50,20.00,51.00,5.26,4.30,25.30,4.07,34.20,8.72,15160.00,3.19
7.30,23.40,27.40,48129.00,19.20,5.10,14.90,66.20,15.00,0.47,20.00,14.60,22.00,13.90,17780.00,4.11
7.25,27.60,32.10,56911.00,28.50,7.16,24.90,54.90,14.70,0.07,37.90,12.20,23.10,9.38,21200.00,4.11
7.19,27.50,40.00,23280.00,18.90,11.56,18.90,52.00,10.70,5.32,15.99,8.36,22.80,9.75,13020.00,2.74
7.40,48.50,47.60,37870.00,16.50,7.08,25.00,136.00,20.60,0.20,49.70,13.40,30.50,10.40,21150.00,5.48
7.29,28.10,36.70,52879.00,19.80,7.18,11.30,52.40,13.60,6.11,32.40,13.00,26.40,14.30,16860.00,3.19
7.41,45.70,47.00,35910.00,17.90,7.53,24.30,94.70,19.10,0.20,52.00,12.30,29.60,10.20,20700.00,4.56
7.49,21.50,27.60,44890.00,16.60,7.26,42.10,66.40,15.40,4.62,32.60,9.94,32.00,13.30,17760.00,3.60
7.29,21.30,38.50,44220.00,24.30,9.89,26.00,43.20,5.30,0.41,30.00,5.78,21.40,10.70,13780.00,3.19
7.24,30.50,31.40,65571.00,29.70,8.01,19.70,33.80,13.00,0.14,32.10,11.70,17.20,8.17,20950.00,2.74
7.05,27.20,28.20,58920.00,29.10,9.77,18.90,49.40,10.80,0.14,38.80,9.59,28.00,8.96,19750.00,2.74
7.21,14.20,18.90,32390.00,16.70,11.22,17.90,49.60,11.50,5.06,27.40,10.50,23.90,8.87,13220.00,2.28
7.46,27.30,33.70,36880.00,20.70,6.62,37.30,72.00,17.60,2.04,35.40,14.40,28.00,11.30,17280.00,3.65
7.27,21.90,24.90,44869.00,19.60,8.79,7.32,57.30,16.70,6.32,27.40,15.40,19.80,14.30,16040.00,2.74
7.41,31.60,32.90,43330.00,29.20,2.58,27.70,64.50,13.90,1.50,32.20,10.20,18.80,9.94,16260.00,4.11
7.15,14.30,16.40,35060.00,19.20,9.20,27.30,15.80,11.00,7.07,9.80,10.70,10.70,7.49,14880.00,0.91
7.34,36.60,38.00,32611.00,24.80,6.26,21.20,57.70,7.65,0.08,42.40,11.00,24.60,7.23,18850.00,3.20
7.26,19.10,25.90,57259.00,19.30,7.90,18.50,30.20,14.30,2.19,14.60,11.50,15.60,8.02,14580.00,2.28
6.90,23.80,28.30,42690.00,19.10,2.60,16.50,52.40,10.70,3.96,34.20,6.74,29.10,11.20,16440.00,2.04
7.24,18.90,20.60,65390.00,28.20,7.44,21.80,58.30,12.80,0.13,37.20,9.43,21.60,7.07,21650.00,4.11
7.01,37.60,41.20,48690.00,25.30,8.65,23.70,61.30,11.60,0.15,46.90,11.20,23.80,10.20,16500.00,3.19
8.71,45.50,49.90,26020.00,19.70,5.84,22.10,37.00,10.90,2.10,25.00,8.64,17.60,6.89,13300.00,12.06
7.42,40.70,41.20,36790.00,19.70,3.76,22.10,58.40,27.40,2.04,42.20,21.70,19.20,14.90,16380.00,2.65
7.44,21.20,22.90,44019.00,22.80,5.48,40.70,47.60,12.20,6.07,24.40,10.40,15.00,9.89,17180.00,3.19
7.10,25.90,47.80,23701.00,17.20,11.42,19.20,51.10,10.90,4.70,18.20,9.08,17.10,9.80,13340.00,1.37
7.46,55.10,56.80,23640.00,20.40,9.15,15.70,93.90,12.70,4.22,37.70,6.29,35.80,8.05,13980.00,3.20
7.52,27.60,28.40,43310.00,22.60,6.39,37.20,41.70,10.60,6.38,21.20,9.09,15.20,8.98,16640.00,3.19
7.22,25.50,30.40,36021.00,26.50,9.19,14.50,19.20,8.44,6.99,19.60,10.00,13.40,9.32,14460.00,0.46
7.26,48.50,49.30,22090.00,24.70,9.58,17.80,144.00,6.34,5.35,41.40,10.40,37.40,8.25,13140.00,3.65
7.28,27.30,29.10,43670.00,28.90,2.37,29.60,62.60,7.22,4.12,29.00,6.26,24.30,12.10,16360.00,4.56
7.26,48.90,49.50,34929.00,19.90,8.56,29.80,117.00,22.50,0.18,37.30,13.50,35.70,11.50,17200.00,4.56
7.21,28.20,33.70,40591.00,19.30,10.75,24.50,56.40,13.00,4.24,20.90,10.70,21.80,9.03,14360.00,3.20
7.04,26.10,35.00,23670.00,16.80,10.86,22.60,55.20,14.20,4.95,29.30,11.80,20.80,9.39,12600.00,2.28
7.45,50.40,51.20,22810.00,21.30,9.37,13.90,10.90,8.72,3.98,41.10,6.70,37.20,8.87,13000.00,3.66
7.43,28.30,30.60,37800.00,19.50,4.25,25.20,65.30,20.00,1.48,39.00,15.40,26.80,11.30,12320.00,2.69
7.23,25.50,29.80,36830.00,17.10,10.25,22.50,58.30,17.00,0.48,32.60,11.60,26.70,9.06,11920.00,3.19
7.17,22.10,26.90,34870.00,21.40,9.04,16.50,61.80,8.49,0.08,41.50,5.39,21.70,9.01,17900.00,2.28
7.42,30.80,31.80,35299.00,19.30,6.65,26.80,61.70,15.60,5.63,31.40,12.60,27.20,13.60,15740.00,2.28
7.36,34.70,36.70,44610.00,22.50,11.60,21.80,72.00,14.30,0.16,43.50,11.50,19.60,8.75,16200.00,4.11
9.01,49.10,50.40,27100.00,16.70,5.94,25.30,47.90,20.80,2.86,30.20,21.60,21.00,7.27,13900.00,12.43
7.48,29.60,35.50,36310.00,22.60,3.64,22.30,78.50,17.60,2.63,41.00,15.50,28.10,14.10,15340.00,2.47
7.01,26.50,29.90,24201.00,14.90,10.84,22.00,82.80,16.40,2.09,24.80,8.67,26.40,7.99,12600.00,2.28
7.32,38.50,40.20,35941.00,19.80,10.50,26.20,102.00,20.70,0.32,40.10,12.30,34.20,11.40,16450.00,5.48
7.38,35.10,65.00,37589.00,30.10,6.52,18.20,83.60,8.98,3.77,30.40,10.20,25.50,11.90,14000.00,3.65
7.21,32.50,40.50,35090.00,29.60,7.21,34.80,53.20,11.90,0.07,51.30,11.10,23.30,7.44,19250.00,3.19
7.16,20.40,20.30,45100.00,26.10,8.83,26.10,31.40,12.20,6.33,23.20,11.30,14.40,10.20,14580.00,1.82
7.15,32.40,42.10,29429.00,19.20,11.43,22.80,52.10,14.20,5.69,22.20,12.60,22.40,7.74,13900.00,2.28
7.29,24.60,30.90,57910.00,28.30,7.72,16.80,39.90,13.20,0.13,32.60,9.17,16.00,7.28,21300.00,4.11
7.14,25.70,28.20,32670.00,28.40,7.11,24.70,28.30,11.30,5.97,21.70,13.30,27.50,13.20,14180.00,1.82
7.03,27.00,29.50,49869.00,28.60,1.37,24.70,70.70,7.81,3.71,33.80,6.42,27.80,7.01,17240.00,3.66
7.47,23.20,27.50,36920.00,24.30,3.35,10.90,73.40,21.50,2.46,42.70,18.30,31.70,10.10,16160.00,1.84
6.73,28.80,29.50,44940.00,28.40,2.85,32.00,58.40,6.74,3.94,26.40,4.66,19.30,7.91,16500.00,4.11
7.35,35.90,41.80,27959.00,28.40,5.36,18.70,64.80,9.65,5.65,25.60,12.60,26.90,14.10,13660.00,3.19
7.15,23.50,34.80,34989.00,18.30,11.00,20.20,51.10,14.30,4.80,19.00,11.20,21.40,10.60,13920.00,2.28
7.16,42.80,45.00,44739.00,24.10,7.83,24.40,71.00,17.00,0.15,48.80,13.30,23.40,10.80,16750.00,3.65
7.28,38.10,41.90,32830.00,28.80,4.69,14.10,40.70,12.00,4.62,17.30,15.40,19.00,11.90,13700.00,2.74
7.29,26.50,31.10,43950.00,19.90,3.77,31.10,19.80,14.10,7.19,15.90,12.80,17.50,9.62,14420.00,1.82
7.27,27.70,32.20,23720.00,16.70,11.51,15.90,60.60,10.20,5.31,21.90,9.08,28.30,10.30,12740.00,1.83
7.32,39.00,44.50,43330.00,28.90,5.93,11.30,61.40,11.60,4.24,28.90,11.00,26.20,11.60,14320.00,2.74
7.40,40.10,65.10,37810.00,28.90,8.06,24.70,54.40,4.84,6.25,28.60,12.10,21.60,13.80,14120.00,2.28
8.70,54.00,64.20,27120.00,18.90,4.65,17.30,52.60,30.40,2.60,35.60,24.00,24.50,12.40,14560.00,14.62
7.31,23.80,28.60,47541.00,19.10,10.33,18.60,54.40,11.90,0.09,35.60,7.75,28.80,12.30,16000.00,3.19
7.21,17.40,23.20,45990.00,17.20,2.57,16.90,71.90,20.10,2.41,36.10,13.60,27.20,10.20,16140.00,1.94
7.42,36.40,55.20,38000.00,28.60,8.86,29.00,56.10,8.61,5.00,17.90,7.22,26.80,9.96,13500.00,2.74
7.33,37.70,44.70,33050.00,28.40,7.73,20.50,70.40,7.94,4.67,20.70,10.30,22.40,12.70,13540.00,2.28
7.99,54.10,55.50,27050.00,17.20,5.51,15.20,63.20,19.20,1.81,31.80,17.40,21.00,14.90,15460.00,13.89
7.14,36.20,39.00,60350.00,28.20,7.67,23.30,40.00,14.60,0.00,41.20,12.50,23.10,8.22,20200.00,3.19
7.43,30.40,35.60,57539.00,22.60,15.53,16.70,50.60,11.10,0.16,37.90,9.22,33.50,8.64,17150.00,3.19
7.25,20.20,25.60,39410.00,19.20,7.27,24.80,68.80,15.50,0.19,41.60,13.40,27.40,11.60,15660.00,3.19
7.34,14.60,16.80,46731.00,19.60,9.38,36.00,45.80,8.50,6.96,22.40,9.46,20.90,10.30,17540.00,3.19
7.39,26.90,29.10,40990.00,30.10,2.74,30.90,56.10,9.67,3.23,26.00,9.41,24.00,12.50,15940.00,4.57
7.32,17.30,22.30,48489.00,17.20,10.73,20.20,41.40,14.80,0.09,32.10,13.90,32.00,14.40,15620.00,2.74
7.43,48.00,60.70,33850.00,29.10,8.53,23.40,57.10,9.18,4.60,25.60,11.40,26.00,9.80,13900.00,2.74
7.22,36.90,45.10,26061.00,29.60,8.35,34.40,63.60,15.50,0.14,42.80,10.70,22.90,8.70,18850.00,3.65
7.45,27.30,30.50,38070.00,18.70,6.63,25.40,60.70,16.70,6.48,28.60,13.60,28.10,12.60,17760.00,3.19
7.10,31.50,43.50,40160.00,28.80,3.83,26.30,37.50,14.80,5.71,24.00,12.80,19.00,12.40,13840.00,2.28
7.25,32.60,37.20,40850.00,24.30,8.25,27.40,55.20,8.85,0.07,40.80,6.33,12.60,6.54,18050.00,3.65
7.24,45.10,46.70,34299.00,19.10,7.47,29.50,84.10,20.80,0.18,38.00,13.60,24.00,11.30,19250.00,4.11
7.12,36.10,39.20,59970.00,28.50,9.44,22.60,55.20,15.30,0.15,39.80,12.50,23.10,10.10,20300.00,3.19
7.35,20.40,30.30,42610.00,28.90,6.31,23.80,54.80,8.51,3.45,26.70,11.10,23.80,11.70,14760.00,3.19
7.42,37.00,38.40,26211.00,28.70,5.69,19.90,62.90,11.30,3.82,26.00,12.40,22.40,11.30,13680.00,3.19
7.62,6.52,11.10,51430.00,19.00,10.61,20.00,50.60,4.07,4.83,22.60,2.67,35.80,8.61,15880.00,2.28
7.22,28.60,30.70,55421.00,22.80,15.53,17.00,51.70,11.60,0.17,39.50,9.59,24.40,8.17,17150.00,3.19
7.28,26.50,32.00,23509.00,16.80,12.02,16.60,56.50,7.43,5.50,22.80,7.37,21.90,8.87,13460.00,1.82
7.11,19.40,23.30,52209.00,18.40,9.46,24.70,20.50,9.38,6.20,11.40,11.00,13.40,8.71,12580.00,1.37
7.57,25.30,28.00,37320.00,28.90,2.57,29.60,85.60,18.80,1.69,31.20,15.30,31.20,11.10,15500.00,4.11
7.17,32.30,34.60,27750.00,17.50,10.23,22.70,55.40,16.50,0.09,37.00,18.00,26.10,12.10,15320.00,2.74
7.30,13.70,26.80,48600.00,17.90,7.16,23.20,40.30,15.00,4.94,18.00,12.90,20.70,9.19,17740.00,2.28
7.10,24.70,36.60,49660.00,26.90,5.94,18.40,25.60,11.40,4.98,14.40,11.70,10.80,11.40,14300.00,1.82
7.27,42.60,43.80,32131.00,18.90,7.24,29.10,97.10,24.10,0.19,42.00,13.30,25.00,12.30,20000.00,5.02
7.23,18.20,24.10,67620.00,29.70,8.52,20.20,38.30,16.20,0.13,36.80,12.30,19.70,10.30,20500.00,4.56
7.51,29.20,30.40,44580.00,30.70,2.18,25.80,63.20,16.70,0.76,30.30,14.40,26.50,13.50,15020.00,2.74
